order_id,customer_id,order_date,product_category,amount,payment_method
79,238,2025-04-21,Fitness,510.0,Debit Card
80,981,2025-11-09,Home,278.14,Debit Card
81,838,2025-10-17,Home,274.23,Credit Card
82,942,2024-10-13,Books,985.93,Debit Card
83,433,2024-06-16,Fitness,741.78,PayPal
84,852,2024-08-11,Fitness,790.02,Debit Card
85,547,2024-12-28,Books,60.27,Credit Card
86,382,2024-02-05,Electronics,174.59,Credit Card
87,834,2025-10-26,Books,897.54,Credit Card
88,998,2025-08-11,Clothing,790.73,Debit Card
89,429,2025-11-06,Clothing,879.91,Credit Card
90,84,2025-11-27,Clothing,142.85,PayPal
91,777,2025-07-12,Fitness,244.94,PayPal
92,653,2024-08-13,Home,508.09,PayPal
93,302,2024-05-06,Home,614.46,PayPal
94,213,2024-10-16,Books,195.26,PayPal
95,215,2025-05-27,Home,832.24,PayPal
96,148,2025-06-13,Home,834.31,Credit Card
97,490,2024-03-16,Books,104.96,Credit Card
98,594,2024-09-22,Electronics,925.2,Credit Card
99,213,2025-07-11,Books,409.87,Credit Card
100,240,2024-02-17,Electronics,685.33,Debit Card
101,130,2024-12-23,Home,206.64,Debit Card
102,809,2024-08-30,Clothing,658.92,Credit Card
103,190,2025-12-06,Clothing,650.8,Credit Card
104,828,2024-05-08,Electronics,22.74,PayPal
105,930,2024-01-08,Books,138.43,Credit Card
106,999,2025-11-13,Books,284.22,Debit Card
107,86,2024-05-14,Electronics,907.82,PayPal
108,717,2025-05-16,Books,171.24,Debit Card
109,177,2025-11-22,Home,872.4,PayPal
110,553,2025-09-13,Clothing,683.99,Debit Card
111,16,2025-12-14,Electronics,604.93,Credit Card
112,998,2024-09-18,Home,637.7,PayPal
113,181,2024-04-02,Books,392.92,Debit Card
114,396,2025-02-16,Fitness,485.81,PayPal
115,462,2024-10-26,Electronics,107.8,PayPal
116,886,2024-09-16,Electronics,716.97,Debit Card
117,71,2024-09-19,Electronics,885.35,Credit Card
118,657,2024-07-28,Fitness,499.48,Credit Card
119,669,2025-01-22,Electronics,430.97,Debit Card
120,115,2025-08-04,Clothing,602.98,Credit Card
121,904,2024-07-19,Books,730.21,Credit Card
122,872,2024-01-25,Electronics,947.17,Debit Card
123,269,2024-07-12,Books,607.95,PayPal
124,964,2024-06-21,Electronics,605.31,Credit Card
125,25,2025-06-13,Fitness,163.18,PayPal
126,100,2025-03-23,Home,368.9,Credit Card
127,804,2025-07-23,Home,686.71,Credit Card
128,926,2024-09-02,Home,283.51,PayPal
129,637,2024-12-12,Electronics,729.55,Debit Card
130,45,2025-08-06,Electronics,870.72,Credit Card
131,553,2025-11-28,Electronics,272.88,Debit Card
132,728,2024-12-13,Home,949.61,PayPal
133,367,2024-11-12,Home,677.5,PayPal
134,299,2024-10-02,Home,843.19,Credit Card
135,255,2025-12-19,Electronics,111.45,Credit Card
136,277,2024-02-03,Home,541.12,Debit Card
137,983,2025-12-31,Books,659.87,PayPal
138,517,2025-01-13,Books,65.72,PayPal
139,285,2025-02-25,Home,221.52,PayPal
140,633,2024-05-18,Books,802.56,Debit Card
141,899,2024-04-13,Electronics,608.88,Credit Card
142,58,2025-07-18,Electronics,964.65,Debit Card
143,612,2025-12-22,Books,162.06,Debit Card
144,980,2024-09-20,Fitness,509.83,Credit Card
145,531,2024-09-28,Books,478.52,PayPal
146,86,2024-07-02,Books,335.24,Debit Card
147,341,2024-04-14,Fitness,447.46,Debit Card
148,785,2025-02-28,Clothing,680.85,Credit Card
149,692,2024-02-15,Electronics,202.28,Credit Card
150,842,2025-03-28,Fitness,615.51,Credit Card
151,194,2025-08-25,Books,318.76,Credit Card
152,248,2024-03-04,Home,364.79,Debit Card
153,704,2024-03-09,Books,237.29,PayPal
154,771,2024-04-13,Clothing,410.44,Debit Card
155,877,2025-01-27,Clothing,731.73,Credit Card
156,234,2024-09-07,Clothing,988.27,Debit Card
157,91,2025-07-25,Clothing,461.44,Credit Card
158,30,2025-04-02,Electronics,762.57,Credit Card
159,298,2025-10-11,Fitness,590.2,Credit Card
160,959,2024-02-23,Electronics,198.86,PayPal
161,319,2025-12-17,Fitness,519.5,Debit Card
162,968,2025-09-27,Clothing,894.82,Debit Card
163,272,2025-06-13,Electronics,897.86,Debit Card
164,11,2024-12-03,Clothing,684.28,Credit Card
165,851,2024-06-09,Home,741.08,PayPal
166,234,2025-01-21,Clothing,734.6,PayPal
167,653,2024-10-27,Electronics,452.24,PayPal
168,939,2025-12-20,Fitness,873.94,Credit Card
169,199,2025-02-21,Fitness,208.11,Debit Card
170,989,2025-05-06,Electronics,827.71,PayPal
171,95,2025-01-14,Electronics,468.02,Credit Card
172,502,2024-03-11,Fitness,387.49,Debit Card
173,838,2024-04-13,Home,534.52,Debit Card
174,748,2025-03-24,Fitness,180.43,Debit Card
175,441,2025-12-19,Home,120.7,PayPal
176,303,2025-11-26,Clothing,934.52,Debit Card
177,226,2024-07-14,Home,770.67,PayPal
178,229,2024-02-09,Books,935.63,Credit Card
179,630,2025-12-05,Clothing,582.55,Debit Card
180,462,2025-10-23,Electronics,654.55,Debit Card
181,478,2025-12-24,Fitness,887.44,Credit Card
182,988,2024-11-17,Electronics,516.18,PayPal
183,3,2024-12-09,Electronics,987.53,Credit Card
184,694,2025-04-27,Fitness,627.15,PayPal
185,674,2024-07-07,Electronics,75.51,PayPal
186,447,2024-01-21,Books,795.57,PayPal
187,699,2024-10-13,Electronics,661.15,PayPal
188,684,2024-12-04,Clothing,551.94,Debit Card
189,705,2024-12-31,Fitness,560.27,Debit Card
190,52,2024-09-15,Home,563.74,Debit Card
191,252,2024-06-19,Clothing,66.89,Debit Card
192,732,2024-09-30,Home,872.27,PayPal
193,29,2025-12-19,Books,370.09,Debit Card
194,454,2024-08-10,Home,126.44,Credit Card
195,397,2024-10-23,Clothing,563.76,Debit Card
196,125,2024-12-02,Clothing,932.3,PayPal
197,527,2024-04-26,Books,426.58,PayPal
198,216,2024-10-27,Clothing,625.12,Debit Card
199,394,2024-02-20,Electronics,301.05,Credit Card
200,125,2024-09-04,Fitness,,Debit Card
201,98,2024-01-08,Electronics,923.89,PayPal
202,260,2025-12-25,Fitness,406.97,Debit Card
203,621,2025-06-21,Home,118.41,Debit Card
204,421,2024-12-24,Books,139.45,PayPal
205,494,2025-10-22,Books,392.93,Debit Card
206,990,2025-05-08,Clothing,539.44,PayPal
207,551,2025-10-29,Books,113.05,Debit Card
208,961,2024-04-21,Electronics,359.78,Credit Card
209,875,2025-11-12,Home,626.79,PayPal
210,36,2024-07-05,Fitness,203.45,Credit Card
211,997,2025-04-23,Electronics,278.03,Debit Card
212,281,2024-02-03,Clothing,556.69,Debit Card
213,596,2025-03-14,Clothing,367.82,Credit Card
214,729,2024-07-09,Fitness,605.12,Credit Card
215,705,2025-12-16,Electronics,270.25,Debit Card
216,566,2025-05-29,Home,442.39,PayPal
217,298,2025-07-05,Books,123.65,Credit Card
218,512,2025-12-29,Fitness,638.37,PayPal
219,803,2025-02-01,Books,765.14,Debit Card
220,605,2024-12-04,Clothing,148.73,Credit Card
221,950,2025-04-20,Home,683.02,Debit Card
222,638,2025-09-30,Home,710.57,PayPal
223,477,2025-01-04,Clothing,140.94,Debit Card
224,838,2025-12-29,Clothing,150.84,Credit Card
225,637,2025-06-16,Clothing,70.29,PayPal
226,317,2024-03-06,Electronics,352.69,Credit Card
227,204,2025-03-30,Clothing,919.89,Credit Card
228,859,2025-01-12,Clothing,621.42,Credit Card
229,283,2024-03-27,Electronics,522.05,PayPal
230,883,2024-07-25,Books,116.67,PayPal
231,941,2024-04-20,Fitness,728.51,PayPal
232,974,2025-07-17,Books,360.06,Debit Card
233,548,2025-10-21,Clothing,433.95,Credit Card
234,330,2024-12-13,Clothing,518.71,Debit Card
235,393,2024-08-04,Electronics,298.11,Debit Card
236,226,2024-11-06,Home,546.0,PayPal
237,849,2025-07-06,Fitness,685.27,Credit Card
238,184,2025-01-04,Fitness,511.15,Credit Card
239,687,2025-05-12,Books,753.39,Debit Card
240,586,2025-10-03,Fitness,96.14,Credit Card
241,625,2024-12-03,Electronics,900.25,PayPal
242,623,2025-12-24,Books,55.52,PayPal
243,184,2025-08-30,Fitness,370.92,Credit Card
244,725,2024-12-06,Fitness,537.02,Credit Card
245,36,2024-08-14,Electronics,725.88,Debit Card
246,383,2025-04-12,Home,665.98,PayPal
247,843,2024-09-05,Home,394.65,PayPal
248,90,2024-08-10,Electronics,331.19,Debit Card
249,732,2024-12-04,Home,857.66,Debit Card
250,557,2025-09-26,Electronics,862.21,Debit Card
251,484,2024-10-15,Fitness,45.46,Debit Card
252,775,2025-11-29,Home,344.56,Credit Card
253,429,2025-06-10,Electronics,379.68,Debit Card
254,627,2024-05-15,Electronics,832.66,Credit Card
255,935,2024-11-22,Electronics,776.0,Credit Card
256,658,2025-02-27,Home,26.05,Credit Card
257,959,2025-06-22,Fitness,686.65,Credit Card
258,393,2025-05-27,Electronics,539.6,PayPal
259,137,2025-08-19,Clothing,850.32,Credit Card
260,67,2025-10-19,Clothing,680.82,Credit Card
261,859,2025-07-31,Books,269.79,PayPal
262,511,2024-11-26,Fitness,123.51,Credit Card
263,129,2025-02-08,Home,294.73,Debit Card
264,694,2024-03-03,Home,418.0,PayPal
265,486,2025-02-07,Electronics,385.79,Credit Card
266,406,2025-01-20,Home,35.17,PayPal
267,717,2025-12-04,Clothing,763.87,PayPal
268,320,2025-10-15,Electronics,789.12,PayPal
269,963,2024-09-22,Home,943.4,Credit Card
270,950,2024-12-20,Fitness,829.21,PayPal
271,913,2024-08-09,Home,588.29,Debit Card
272,284,2024-12-11,Books,180.13,PayPal
273,832,2024-03-28,Fitness,405.35,PayPal
274,535,2025-05-30,Clothing,412.25,PayPal
275,561,2025-06-13,Fitness,868.3,Debit Card
276,376,2024-11-12,Books,67.57,Credit Card
277,29,2025-01-10,Home,479.44,PayPal
278,508,2024-09-10,Electronics,293.99,PayPal
279,213,2025-04-02,Electronics,287.03,Debit Card
280,54,2024-02-16,Home,466.84,Debit Card
281,46,2024-02-11,Home,356.18,Debit Card
282,130,2025-12-12,Fitness,41.39,Debit Card
283,648,2025-12-27,Electronics,666.84,Debit Card
284,986,2024-11-10,Electronics,588.01,PayPal
285,218,2025-02-16,Fitness,687.85,Debit Card
286,243,2024-02-26,Electronics,675.73,PayPal
287,222,2024-03-29,Home,420.02,Debit Card
288,686,2024-04-28,Electronics,636.46,PayPal
289,466,2025-08-12,Fitness,731.89,Debit Card
290,209,2025-04-26,Books,859.78,PayPal
291,268,2024-05-27,Books,706.33,Debit Card
292,819,2025-10-28,Fitness,222.04,PayPal
293,933,2024-05-18,Electronics,236.41,Credit Card
294,542,2024-10-10,Clothing,342.66,Credit Card
295,703,2025-12-24,Electronics,34.38,Credit Card
296,411,2025-09-05,Books,509.51,Credit Card
297,348,2024-06-07,Fitness,280.67,PayPal
298,293,2025-04-16,Electronics,269.3,PayPal
299,388,2025-09-12,Fitness,218.01,Credit Card
300,599,2024-12-18,Books,839.31,Debit Card
301,546,2024-12-09,Clothing,410.83,PayPal
302,583,2025-04-04,Books,568.22,PayPal
303,554,2024-11-25,Electronics,986.83,Credit Card
304,933,2025-12-25,Clothing,438.51,Debit Card
305,639,2024-09-09,Home,892.35,PayPal
306,942,2025-05-04,Home,495.17,Debit Card
307,121,2025-01-23,Clothing,248.58,Credit Card
308,580,2025-06-27,Fitness,801.74,PayPal
309,863,2024-06-17,Home,958.87,PayPal
310,848,2024-10-16,Clothing,695.89,PayPal
311,981,2024-02-20,Clothing,667.71,PayPal
312,480,2025-02-25,Electronics,60.66,Debit Card
313,689,2025-02-25,Home,766.0,Debit Card
314,437,2025-07-17,Electronics,59.0,PayPal
315,228,2024-09-23,Electronics,354.24,Credit Card
316,621,2024-04-11,Home,896.5,Debit Card
317,172,2025-07-21,Fitness,358.54,PayPal
318,591,2025-03-14,Fitness,254.19,PayPal
319,31,2024-05-31,Books,513.99,Credit Card
320,264,2024-06-26,Home,677.63,Credit Card
321,528,2025-06-09,Clothing,155.93,Credit Card
322,569,2024-08-20,Books,928.88,Credit Card
323,747,2024-11-30,Clothing,729.86,Credit Card
324,426,2024-02-22,Fitness,696.6,Credit Card
325,61,2024-04-26,Electronics,43.85,Credit Card
326,250,2025-02-20,Books,223.32,PayPal
327,827,2025-08-12,Electronics,642.13,Debit Card
328,979,2024-06-26,Home,630.73,Credit Card
329,121,2025-08-18,Home,220.48,PayPal
330,613,2025-03-20,Books,174.65,Debit Card
331,191,2024-05-30,Clothing,609.76,Credit Card
332,127,2025-03-17,Home,363.31,Credit Card
333,11,2024-05-14,Home,748.46,PayPal
334,702,2025-09-08,Home,522.29,PayPal
335,169,2025-08-29,Clothing,492.38,Debit Card
336,339,2025-11-03,Clothing,636.62,PayPal
337,872,2025-07-23,Electronics,68.17,Credit Card
338,998,2025-07-16,Books,298.78,PayPal
339,240,2024-01-06,Home,241.95,PayPal
340,790,2024-10-21,Fitness,112.29,PayPal
341,52,2025-10-16,Home,864.75,PayPal
342,429,2025-02-08,Home,136.24,Debit Card
343,680,2024-03-25,Clothing,381.01,PayPal
344,115,2025-07-16,Clothing,218.07,PayPal
345,645,2024-10-31,Books,502.49,Debit Card
346,292,2025-03-07,Home,495.64,Debit Card
347,880,2025-10-19,Clothing,495.05,Credit Card
348,398,2025-09-12,Clothing,266.98,PayPal
349,422,2025-06-21,Clothing,903.58,Credit Card
350,679,2025-08-30,Home,582.4,Debit Card
351,496,2025-09-29,Fitness,256.7,PayPal
352,507,2024-02-14,Electronics,716.48,Debit Card
353,664,2024-04-23,Fitness,139.95,Credit Card
354,371,2025-04-29,Fitness,198.05,PayPal
355,493,2025-07-21,Books,598.3,PayPal
356,933,2024-04-28,Clothing,910.71,Credit Card
357,274,2024-08-13,Home,512.58,Debit Card
358,373,2025-07-19,Home,516.84,Credit Card
359,325,2024-10-17,Fitness,526.4,PayPal
360,377,2025-12-28,Clothing,755.38,Credit Card
361,215,2024-12-15,Clothing,966.13,Debit Card
362,166,2024-04-02,Home,386.82,Credit Card
363,416,2024-04-16,Home,606.59,Credit Card
364,605,2024-07-17,Electronics,79.28,Credit Card
365,37,2024-07-14,Home,421.84,Credit Card
366,896,2024-09-19,Home,73.12,Credit Card
367,101,2024-02-20,Fitness,979.39,PayPal
368,903,2025-08-17,Clothing,400.03,Debit Card
369,299,2024-05-17,Books,304.12,PayPal
370,721,2024-11-22,Electronics,519.55,Debit Card
371,885,2025-08-26,Electronics,762.0,PayPal
372,526,2025-01-22,Books,166.46,PayPal
373,549,2025-01-21,Books,802.8,Credit Card
374,126,2025-08-14,Clothing,129.63,PayPal
375,246,2025-11-23,Home,23.78,Credit Card
376,720,2024-10-23,Books,804.92,PayPal
377,414,2025-11-05,Books,478.73,PayPal
378,522,2024-12-15,Clothing,553.72,PayPal
379,206,2024-06-18,Clothing,684.66,Debit Card
380,896,2025-02-22,Home,262.15,PayPal
381,403,2025-04-04,Books,822.43,Credit Card
382,849,2024-06-27,Electronics,72.51,Debit Card
383,697,2024-08-29,Books,939.53,Credit Card
384,425,2025-11-08,Electronics,216.09,Debit Card
385,744,2025-10-23,Electronics,103.39,Credit Card
386,858,2025-11-20,Clothing,835.12,Credit Card
387,772,2024-12-29,Home,116.4,PayPal
388,151,2025-01-08,Clothing,256.64,Credit Card
389,117,2025-07-14,Fitness,456.94,Credit Card
390,215,2024-03-21,Home,453.17,PayPal
391,558,2024-09-16,Electronics,850.45,PayPal
392,816,2025-09-21,Fitness,932.27,PayPal
393,631,2025-10-30,Fitness,313.3,Debit Card
394,104,2024-11-19,Clothing,621.92,Credit Card
395,152,2024-06-23,Electronics,86.35,Credit Card
396,634,2024-12-18,Home,915.18,Debit Card
397,950,2024-09-15,Fitness,581.51,PayPal
398,398,2025-02-02,Books,513.47,Debit Card
399,497,2025-05-09,Books,541.73,Debit Card
400,813,2024-01-12,Home,,Credit Card
401,444,2025-12-12,Fitness,566.62,PayPal
402,450,2025-07-09,Home,292.88,PayPal
403,139,2024-01-12,Fitness,766.87,PayPal
404,993,2025-07-21,Home,977.73,Credit Card
405,856,2025-09-12,Home,939.48,PayPal
406,306,2024-03-22,Books,125.18,PayPal
407,899,2024-03-31,Clothing,20.32,Credit Card
408,394,2024-12-25,Books,755.59,Debit Card
409,952,2024-07-30,Books,130.62,Debit Card
410,911,2025-08-19,Books,777.7,PayPal
411,596,2024-02-21,Electronics,895.0,Debit Card
412,291,2025-07-15,Home,664.29,PayPal
413,298,2025-06-24,Books,646.2,Debit Card
414,254,2024-02-24,Home,869.63,Credit Card
415,511,2025-05-11,Fitness,533.56,Debit Card
416,858,2025-11-05,Fitness,235.09,Debit Card
417,385,2025-02-26,Fitness,137.66,Credit Card
418,105,2025-09-19,Fitness,994.31,Debit Card
419,177,2025-07-15,Electronics,876.03,PayPal
420,411,2025-10-06,Books,479.83,PayPal
421,207,2025-06-30,Home,669.66,PayPal
422,163,2025-10-27,Books,483.03,Credit Card
423,91,2024-12-04,Electronics,216.97,Debit Card
424,362,2025-09-25,Home,719.3,Debit Card
425,536,2024-12-06,Books,776.89,PayPal
426,995,2025-12-31,Electronics,751.49,PayPal
427,314,2025-05-01,Books,85.41,Credit Card
428,446,2025-01-21,Fitness,39.81,Credit Card
429,213,2025-10-20,Electronics,479.77,Credit Card
430,564,2025-03-26,Home,31.23,Credit Card
431,572,2024-10-13,Clothing,611.09,PayPal
432,234,2024-07-06,Clothing,501.74,PayPal
433,845,2025-11-09,Books,302.8,PayPal
434,137,2025-12-30,Clothing,467.1,Debit Card
435,890,2025-01-14,Clothing,419.25,PayPal
436,369,2024-10-20,Electronics,328.0,PayPal
437,921,2025-06-28,Clothing,247.8,Debit Card
438,437,2025-10-27,Electronics,390.59,PayPal
439,671,2025-09-24,Fitness,844.67,Credit Card
440,23,2025-12-30,Clothing,78.3,Credit Card
441,832,2024-05-30,Fitness,578.83,Credit Card
442,758,2025-04-10,Clothing,94.64,PayPal
443,207,2024-11-18,Home,623.23,Debit Card
444,745,2025-10-25,Books,293.72,Credit Card
445,692,2024-03-23,Books,524.04,PayPal
446,110,2025-12-21,Books,468.71,Debit Card
447,198,2025-06-30,Electronics,108.72,Debit Card
448,15,2025-04-14,Home,559.43,PayPal
449,483,2024-06-15,Fitness,535.66,Debit Card
450,407,2024-10-09,Fitness,548.33,Credit Card
451,936,2025-09-29,Fitness,615.36,PayPal
452,250,2025-12-07,Fitness,273.15,Debit Card
453,83,2025-11-06,Clothing,531.53,PayPal
454,506,2024-06-20,Electronics,668.29,Debit Card
455,359,2025-09-18,Electronics,78.26,Debit Card
456,568,2024-12-29,Clothing,230.29,Credit Card
457,849,2024-10-12,Books,421.36,Credit Card
458,124,2025-06-02,Electronics,725.13,Credit Card
459,646,2025-03-13,Home,936.02,Debit Card
460,687,2025-09-30,Home,881.21,PayPal
461,286,2024-08-26,Home,258.15,PayPal
462,69,2024-09-09,Electronics,830.96,PayPal
463,331,2024-04-12,Fitness,174.86,Debit Card
464,41,2025-05-16,Electronics,415.75,Credit Card
465,797,2024-12-22,Fitness,886.53,Debit Card
466,922,2025-10-28,Clothing,184.37,Debit Card
467,269,2025-09-10,Electronics,504.47,Credit Card
468,663,2025-06-21,Fitness,615.87,Credit Card
469,859,2025-08-24,Home,572.41,Debit Card
470,749,2024-09-28,Home,952.66,PayPal
471,94,2025-12-28,Home,711.79,PayPal
472,125,2025-12-04,Electronics,277.3,Credit Card
473,879,2025-12-02,Clothing,440.77,Debit Card
474,626,2025-06-22,Fitness,88.72,Debit Card
475,13,2024-11-22,Electronics,911.42,PayPal
476,793,2024-01-15,Books,458.72,PayPal
477,853,2024-09-26,Home,374.89,Credit Card
478,978,2025-05-05,Clothing,727.54,Credit Card
479,625,2025-11-21,Home,179.28,PayPal
480,895,2025-12-09,Clothing,446.68,PayPal
481,86,2024-01-26,Books,169.38,PayPal
482,50,2025-08-03,Clothing,222.15,Credit Card
483,1,2024-07-17,Fitness,798.8,PayPal
484,532,2025-03-05,Books,79.85,Credit Card
485,28,2025-05-20,Home,380.93,Debit Card
486,206,2025-07-13,Electronics,399.27,Credit Card
487,52,2025-07-17,Clothing,51.99,Debit Card
488,967,2024-12-25,Books,942.07,PayPal
489,284,2024-07-06,Home,910.73,Debit Card
490,860,2024-03-05,Books,482.39,Credit Card
491,719,2025-05-01,Electronics,737.7,Debit Card
492,577,2025-10-18,Electronics,897.96,PayPal
493,926,2025-06-18,Clothing,46.55,Debit Card
494,60,2025-08-05,Home,481.94,Debit Card
495,893,2025-07-20,Electronics,921.57,Credit Card
496,53,2024-07-16,Fitness,623.51,Credit Card
497,288,2025-12-01,Clothing,114.18,PayPal
498,981,2024-06-13,Fitness,887.67,Debit Card
499,685,2025-12-27,Home,583.83,Debit Card
500,24,2024-08-08,Fitness,848.16,Credit Card
501,677,2025-07-26,Home,966.67,Debit Card
502,547,2024-09-23,Fitness,428.6,PayPal
503,786,2024-12-17,Electronics,670.11,PayPal
504,360,2024-01-22,Books,525.28,Debit Card
505,31,2025-12-09,Books,258.46,PayPal
506,125,2024-02-24,Fitness,534.79,Credit Card
507,906,2024-03-25,Electronics,366.19,PayPal
508,640,2024-02-12,Home,288.6,Credit Card
509,414,2025-04-23,Clothing,40.94,Credit Card
510,232,2025-11-09,Clothing,592.66,Credit Card
511,612,2024-08-10,Electronics,291.78,Debit Card
512,217,2024-02-10,Fitness,676.16,PayPal
513,466,2025-03-03,Clothing,388.73,Credit Card
514,612,2025-12-19,Clothing,640.14,Credit Card
515,677,2024-09-06,Fitness,335.44,Credit Card
516,474,2024-10-27,Home,367.34,Credit Card
517,42,2024-01-20,Clothing,787.27,PayPal
518,825,2024-09-04,Books,986.49,Credit Card
519,679,2024-06-27,Clothing,49.11,PayPal
520,246,2024-05-15,Clothing,755.31,Credit Card
521,495,2025-05-22,Books,65.85,Credit Card
522,661,2025-05-25,Clothing,420.47,PayPal
523,21,2025-04-10,Home,203.89,PayPal
524,580,2024-09-30,Electronics,950.31,PayPal
525,401,2025-12-19,Electronics,97.58,PayPal
526,554,2024-10-04,Clothing,290.88,PayPal
527,672,2024-04-07,Books,664.99,Credit Card
528,317,2025-12-09,Electronics,820.7,Credit Card
529,970,2024-11-09,Fitness,593.97,PayPal
530,268,2025-03-29,Fitness,968.69,Credit Card
531,560,2024-06-18,Clothing,39.84,Debit Card
532,1000,2024-12-14,Clothing,282.74,Credit Card
533,823,2024-06-07,Fitness,176.71,PayPal
534,450,2025-07-04,Home,214.25,Debit Card
535,213,2024-09-07,Fitness,596.58,Debit Card
536,252,2025-01-17,Clothing,544.49,Debit Card
537,802,2025-03-23,Home,893.57,Credit Card
538,165,2025-10-15,Books,407.9,Credit Card
539,666,2024-01-21,Home,63.31,PayPal
540,422,2025-11-10,Home,793.15,Credit Card
541,156,2025-05-26,Fitness,784.84,Credit Card
542,142,2025-12-24,Electronics,144.16,PayPal
543,381,2025-10-19,Fitness,965.98,Credit Card
544,844,2025-12-02,Electronics,211.28,PayPal
545,196,2024-11-24,Electronics,208.64,Credit Card
546,158,2025-12-25,Books,106.72,Debit Card
547,310,2024-05-04,Fitness,347.23,Credit Card
548,919,2024-03-04,Electronics,171.52,PayPal
549,944,2024-12-27,Home,39.2,PayPal
550,508,2025-05-06,Clothing,662.53,PayPal
551,297,2025-03-13,Books,852.54,Debit Card
552,159,2025-01-25,Fitness,252.44,Debit Card
553,291,2025-04-08,Books,284.79,Credit Card
554,325,2025-09-08,Fitness,862.22,Credit Card
555,729,2025-04-11,Clothing,264.68,Credit Card
556,634,2024-02-20,Electronics,135.71,Debit Card
557,91,2025-08-20,Home,319.15,Credit Card
558,793,2025-04-21,Books,22.63,Debit Card
559,602,2024-02-27,Fitness,164.18,Credit Card
560,908,2025-12-02,Fitness,201.62,Debit Card
561,687,2025-02-03,Books,305.37,PayPal
562,40,2025-12-29,Home,490.4,Debit Card
